refnis,moyenne_evitees,ci_2.5,ci_97.5
63057,885.6236416753709,823.8484767775078,948.7311153675741
62038,4729.863268921595,4540.7844966744515,4922.2495666152045
55086,6474.876696834897,6219.886186024071,6740.630111496637
55050,2688.5384517561397,2568.6051133840874,2813.6026814200814
53046,978.9707588585981,908.1111359131148,1051.8555858338952
45064,987.9017173215434,929.3562771848228,1049.19044636201
41034,4300.870679082571,4130.7693329871545,4473.491074804655
35005,1952.410369843255,1839.6954543457252,2078.119549141498
33029,3899.568175164372,3724.890089697008,4084.8882673886865
24130,1828.6543220343963,1742.6132386554139,1919.724281243376
12005,3246.029901878976,3140.672379865347,3353.6524644498054
71045,1796.9886107053276,1713.6710374188983,1887.905406581328
71011,4677.687173367855,4481.2916172710875,4886.912628961464
11002,122141.69433871756,116671.58305354595,127605.5710690045
43005,5450.609757336506,5209.349700314526,5689.581792590573
34041,8424.801605497441,8054.578432652148,8804.977203645758
24043,1757.851585584489,1686.8828883193328,1833.8734831501927
21016,24129.14281487241,23521.16374713218,24733.806388957495
13035,3101.865500291199,2904.4194439034736,3308.0293314135747
71067,1513.1333045103434,1432.5599068330237,1595.2335774922035
64065,1913.0264520814433,1826.6241727262984,2001.7862510360874
63084,2694.980188829747,2603.076806660335,2792.2846651006275
11022,4786.232642969864,4599.889587975296,4979.378196254548
93014,2733.7004327160907,2569.898292171907,2898.078499655999
62015,2651.148111384441,2525.1114051329537,2779.8409769548684
52012,9865.967948002924,9467.685203930569,10271.229184731716
41011,4181.290185887451,3910.106380331613,4454.903927234101
38014,7002.321119131691,6763.863191479074,7245.546018254468
34022,25434.393093272625,24454.52778188265,26443.79599178865
31006,2051.530887432549,1885.491220929168,2225.169323418541
25048,2928.199889240718,2767.7415682253118,3097.7747941178814
25044,1535.7853521718105,1470.1841833115864,1604.0987997942057
25037,3073.5725100685754,2942.2846650894285,3210.288447867601
24011,1720.580953204453,1651.0806862371148,1792.6695405820103
23086,3883.2718489346853,3722.5289126172024,4046.22163981941
23062,6433.422473374481,6247.946944495652,6626.272582356872
12014,10314.61394514007,9950.552995044654,10689.545647809702
12002,2658.7494717834165,2530.2001718580973,2794.803871773194
82038,364.59335863010347,337.016124606604,393.23288931341745
81015,1921.7366563207947,1841.4226777731096,2004.1252381151187
64074,3748.3531973423997,3597.7874821944674,3907.157242217892
51012,738.1301173195149,687.7354946042774,789.3026749764407
46020,3675.5419502509026,3494.3779413775233,3872.542760835247
21015,23610.004609383708,22606.531900894373,24601.925157416896
21013,8683.554781032904,8315.354802540105,9039.469908852327
