refnis,pop_densit,Distance T,nb_poi_sco,score_pent,score_dens,score_tram,score_bus_score_bus,score_imat_score_imat,score_moyen,score_ecart_type,classements_1ers,frequence_1ere_place
85026,132.17001853603202,1,2,2,1,1,2,4,2.068762686439641,0.0660747782252673,0.0,0.0
83034,146.609994289526,3,3,2,1,1,2,4,2.6176187141768494,0.0648463252755037,0.0,0.0
61031,455.115245550419,3,4,2,3,1,3,3,2.9257096579506157,0.06008587319074858,0.0,0.0
42028,642.335241716726,5,3,5,4,1,1,2,2.80628072496214,0.10097286758517726,0.0,0.0
42023,346.38219340783,3,2,4,3,1,2,3,2.4917779336617043,0.05547142658945617,0.0,0.0
41048,548.326832497251,3,4,4,3,1,3,2,2.8680032255267545,0.06451236813419726,0.0,0.0
34013,1005.98810216844,2,3,4,5,1,3,3,2.834168549057654,0.06421103837514046,0.0,0.0
34002,359.403676060698,2,2,4,3,1,2,3,2.320101300396491,0.05331629226234113,0.0,0.0
25124,198.709441655355,2,2,4,2,1,3,4,2.628589473065008,0.06763595720744428,0.0,0.0
24109,700.664150859963,2,3,3,4,1,3,3,2.6913494062681376,0.052985850857411726,0.0,0.0
13053,393.76018206629897,2,3,4,3,1,2,3,2.5256040616032687,0.05592506130188754,0.0,0.0
13013,282.68977381724795,2,3,3,2,1,2,3,2.3827849188137606,0.047081716899349056,0.0,0.0
83031,28.0151592915295,1,2,1,1,1,1,4,1.823431675869007,0.07060155527484392,0.0,0.0
72003,231.797503535996,2,2,4,2,1,2,3,2.2514170938387172,0.05228676183021292,0.0,0.0
71017,153.881498396154,2,2,4,2,1,2,3,2.2514170938387172,0.05228676183021292,0.0,0.0
62120,734.2548683148759,4,3,2,4,1,3,4,3.1665440414541934,0.0695949639088735,0.0,0.0
62096,1816.80597876844,3,3,2,5,1,4,2,2.82279507931081,0.06837514989579359,0.0,0.0
62093,3526.31887613066,3,2,2,5,1,5,2,2.7884883924428925,0.0859060535947777,0.0,0.0
62006,339.186851058501,2,3,4,3,1,3,5,3.1087527457169557,0.08223357201416236,0.0,0.0
62003,1232.06103456633,3,3,4,5,1,3,3,3.005845182322868,0.061292162066928314,0.0,0.0
56001,732.796282807841,3,2,4,4,3,3,4,3.1432926864701347,0.042484339251084906,0.0,0.0
53014,1000.99431969595,3,4,4,5,1,3,3,3.211347943529642,0.06766803313148638,0.0,0.0
46013,508.71461602172496,2,2,5,3,1,2,2,2.1882599317408533,0.06328943248590854,0.0,0.0
36008,1131.77301079668,5,4,5,5,1,3,3,3.6288361462918526,0.08697417883445807,0.0,0.0
23033,561.835672050816,3,2,3,3,1,3,2,2.3828627668814004,0.046723276787017716,0.0,0.0
11056,965.5302204241232,4,2,5,4,3,2,3,3.0119318767408436,0.06007918796973446,0.0,0.0
11038,1106.89243080836,5,3,4,5,1,3,2,3.1432221439658763,0.0845296312988712,0.0,0.0
