refnis,pop_densit,Distance T,nb_poi_sco,score_pent,score_dens,score_tram,score_bus_score_bus,score_imat_score_imat,score_moyen,score_ecart_type,classements_1ers,frequence_1ere_place
53039,257.340488840161,3,2,5,2,1,2,4,2.7032049682231047,0.07690435778411267,0.0,0.0
52010,813.7882623566361,3,3,4,4,1,3,4,3.143137280652511,0.0641722855086167,0.0,0.0
51019,147.01822381535402,2,2,3,1,1,1,5,2.3493544864851463,0.08927582978948904,0.0,0.0
42025,722.567126372582,4,4,5,4,1,3,2,3.182499001581485,0.07943985656831391,0.0,0.0
37012,179.73519623987698,2,3,5,2,1,2,4,2.7370310961646975,0.07734897693804213,0.0,0.0
25107,231.476035526304,2,3,4,2,1,3,4,2.8340922342717945,0.0666525604589308,0.0,0.0
24134,463.46322242879705,4,4,4,3,1,3,3,3.2456561636793593,0.0670261733860229,0.0,0.0
12035,597.283699219269,3,3,4,3,1,3,2,2.6625004643199603,0.05488691076558303,0.0,0.0
83013,42.2599913254206,2,2,1,1,3,1,5,2.4067427810460122,0.08514811797833957,0.0,0.0
82036,45.2630961488886,1,3,3,1,1,2,4,2.348400383878199,0.0725220999732636,0.0,0.0
62118,674.52451143063,2,2,4,4,1,3,4,2.7659578861805105,0.06996279328564714,0.0,0.0
58001,1260.61688904437,3,5,4,5,1,4,3,3.588046779075304,0.08244059526376454,0.0,0.0
57096,1466.22667968349,4,4,4,5,1,3,3,3.3830245767948552,0.071607709713587,0.0,0.0
44085,333.981328167201,2,4,5,3,1,2,3,2.8052417590418233,0.07670531154917352,0.0,0.0
25105,856.137004379154,4,3,4,4,1,3,3,3.1088376090303176,0.06322187651592312,0.0,0.0
64075,128.42773691087902,1,1,5,1,1,2,4,2.085664733928143,0.09110665319482793,0.0,0.0
64056,206.447003976964,2,1,4,2,1,3,5,2.629063016745627,0.09327481907918475,0.0,0.0
64029,150.78789109258798,2,1,4,2,1,3,5,2.629063016745627,0.09327481907918475,0.0,0.0
11053,242.074471296448,3,3,4,2,1,1,3,2.45740041397186,0.06674312425713179,0.0,0.0
93090,46.52830764913,3,2,1,1,1,1,4,2.16678494239943,0.07357987234956914,0.0,0.0
91064,50.7391875617226,1,2,3,1,1,1,5,2.1776778532199375,0.09398574018793247,0.0,0.0
84029,29.578780196780706,2,1,1,1,1,1,4,1.789605547927425,0.07042797510293361,0.0,0.0
63023,209.195111651302,2,4,3,2,1,2,4,2.794263984907946,0.07220359503180195,0.0,0.0
42003,404.048637452829,3,3,5,3,1,2,3,2.7714156311002562,0.06689184944470977,0.0,0.0
37020,267.421173542509,2,3,5,2,1,2,3,2.5310547912772843,0.06768943739554505,0.0,0.0
33039,83.95409304107389,2,2,4,1,1,1,4,2.2175131178295,0.07566587456498,0.0,0.0
32011,232.23160756065903,3,2,5,2,1,2,3,2.4972286633357186,0.06727081754455967,0.0,0.0
25122,135.846924580078,1,1,4,1,1,2,5,2.2175061025837857,0.0993752081451055,0.0,0.0
25043,144.288532240969,1,2,4,1,1,2,5,2.423008863790577,0.09450888210534826,0.0,0.0
23081,533.8495261270759,3,3,4,3,1,3,3,2.8684767692073665,0.05379852315575702,0.0,0.0
23025,1018.05324831213,2,4,4,5,1,3,2,2.833695005377033,0.07341090074253039,0.0,0.0
13036,244.14646429073895,2,2,4,2,1,1,2,1.8742447146124506,0.05213666124011573,0.0,0.0
13014,211.063467833216,1,3,4,2,1,1,3,2.1140471474414397,0.07038441424727239,0.0,0.0
13012,398.891254289129,3,2,4,3,1,2,3,2.4917779336617043,0.05547142658945617,0.0,0.0
82032,56.4459935117811,3,3,2,1,1,2,4,2.6176187141768494,0.0648463252755037,0.0,0.0
72041,323.36571604583304,1,3,4,3,1,2,4,2.559903733225464,0.0771977352860855,0.0,0.0
64015,147.197082864375,1,1,4,1,1,3,4,2.1827258720352547,0.0845618694857569,0.0,0.0
24059,305.508089088365,4,3,5,3,1,3,2,2.9083120338169395,0.07305274982553688,0.0,0.0
61063,176.740463187896,2,1,4,2,1,3,5,2.629063016745627,0.09327481907918475,0.0,0.0
57018,84.22496238512291,1,2,5,1,1,2,5,2.497143800022339,0.10245847470675742,0.0,0.0
45035,471.306041682915,4,4,4,3,1,3,3,3.2456561636793593,0.0670261733860229,0.0,0.0
23047,1434.1175397029,4,3,4,5,1,4,5,3.760670499701744,0.08416891674292995,0.0,0.0
73001,419.297472910174,5,2,5,3,1,3,4,3.2864385156501514,0.09045474149830461,0.0,0.0
73032,329.56491252827,3,2,4,3,1,3,4,2.8689503128879754,0.06571560873020503,0.0,0.0
11035,448.994631206631,2,2,4,3,1,2,3,2.320101300396491,0.05331629226234113,0.0,0.0
91120,63.2016330235137,1,1,2,1,1,1,5,1.8980401557813802,0.09433583810457936,0.0,0.0
91072,41.6450308141481,4,2,2,1,1,1,5,2.618572816783808,0.09846795030688407,0.0,0.0
91015,31.6848629916765,2,1,2,1,1,1,4,1.8637404841591794,0.06923517637465101,0.0,0.0
85034,103.22587194552,1,2,2,1,1,2,4,2.068762686439641,0.0660747782252673,0.0,0.0
84050,49.571869827200096,1,1,2,1,1,1,4,1.6920638508939778,0.07113221950801164,0.0,0.0
61028,145.405103695708,3,1,4,1,1,2,4,2.3548830642268093,0.07777832191368625,0.0,0.0
51014,148.721526846758,2,2,5,1,1,2,4,2.4628441284001545,0.07936983004809833,0.0,0.0
45065,245.589585915296,2,2,4,2,1,2,3,2.2514170938387172,0.05228676183021292,0.0,0.0
41063,393.97124194758,3,2,4,3,1,3,3,2.6629740080005835,0.05553791245944885,0.0,0.0
24014,706.526186056264,5,3,4,4,1,3,2,3.0745379374081403,0.08133565946878256,0.0,0.0
23002,700.7183682435419,2,3,4,4,1,3,2,2.5595080376125146,0.058367501292219466,0.0,0.0
62051,1740.95403647595,3,4,4,5,1,4,3,3.382544017868535,0.07144686228223598,0.0,0.0
57062,178.01794261577598,2,2,5,2,1,2,4,2.5315283349578936,0.07739029343958925,0.0,0.0
33016,298.63927267712,2,1,4,2,1,2,2,1.839938027744534,0.051791617819727555,0.0,0.0
23101,823.663452317736,3,3,3,4,1,3,3,2.863026039533356,0.05136893341980959,0.0,0.0
21011,19090.0437845041,5,3,3,5,5,5,1,3.616819385573275,0.09684687140008387,0.0,0.0
63046,229.186726761093,2,2,2,2,1,3,4,2.4803196006014723,0.06137918274016373,0.0,0.0
61024,137.137349000285,3,1,1,1,1,2,4,2.132478255531513,0.07333027314880836,0.0,0.0
52055,312.80785143607403,4,2,4,3,1,3,4,3.0406269461531754,0.07217110696543186,0.0,0.0
51017,132.31134035422102,2,3,4,1,1,2,4,2.5942119533751646,0.07014810912597685,0.0,0.0
46021,963.655857920228,3,4,4,4,1,3,2,2.936687432084506,0.06656658259082468,0.0,0.0
45060,224.388445189809,2,1,3,2,1,2,3,1.9717793964001813,0.049126292596516,0.0,0.0
41081,481.661567252986,5,3,4,3,1,3,2,3.005853730850394,0.080093622616491,0.0,0.0
35014,278.408300056224,2,2,5,2,1,2,3,2.3255520300704977,0.06608252365978111,0.0,0.0
32030,51.05905905299591,1,2,5,1,1,1,2,1.7080188110212555,0.0719438980331289,0.0,0.0
23060,747.51679088883,4,3,5,4,1,3,2,2.9769962403746932,0.07459061285732044,0.0,0.0
23039,628.544469570027,4,3,5,4,1,3,2,2.9769962403746932,0.07459061285732044,0.0,0.0
13016,607.870344316775,3,3,4,4,1,2,4,2.971941206313642,0.06808392280018097,0.0,0.0
63086,36.5696356692293,4,1,1,1,1,1,5,2.3389351193452463,0.10669745652350046,0.0,0.0
62121,314.834828746266,2,3,2,3,1,3,5,2.9604828732534187,0.0806697064393218,0.0,0.0
64076,142.989846529022,2,1,5,1,1,2,5,2.4633176720807697,0.10198757974691336,0.0,0.0
91034,132.897074564165,3,3,2,1,1,2,3,2.41164240928945,0.051231110817232146,0.0,0.0
91030,115.662543833149,3,3,3,1,1,2,4,2.69175365040861,0.06467886294153041,0.0,0.0
91005,109.028713337902,3,2,2,1,1,2,5,2.6180922578574677,0.08336314470482156,0.0,0.0
61068,205.819500740436,2,1,4,2,1,3,5,2.629063016745627,0.09327481907918475,0.0,0.0
55040,258.30667477713,3,4,4,2,1,2,3,2.834099249517526,0.06610336705953572,0.0,0.0
52048,664.201888484337,3,2,2,4,1,3,5,2.9953409518695993,0.08205868730581277,0.0,0.0
52021,383.887447536195,5,2,4,3,1,3,4,3.2123035794183945,0.08509086878681901,0.0,0.0
51069,259.592410880198,5,3,4,2,1,2,3,2.9719497548411598,0.08186933773738894,0.0,0.0
51004,234.137934827886,5,4,4,2,1,2,4,3.3834288209353587,0.08987250664926182,0.0,0.0
44045,177.277524484415,2,2,5,2,1,1,2,1.9483796508442182,0.0678084843243107,0.0,0.0
44043,681.057685829225,3,4,4,4,1,3,3,3.142663736971892,0.0635291084252771,0.0,0.0
42010,384.52288040049297,3,3,5,3,1,3,3,2.942611705439124,0.0640758467602791,0.0,0.0
37002,330.862038196014,3,1,5,3,1,1,3,2.189214034347802,0.0820016273310174,0.0,0.0
25123,282.237467386749,4,2,4,2,1,3,4,2.971942739595428,0.07303987847178102,0.0,0.0
63088,202.08600908437305,3,2,2,2,1,3,4,2.6519962338667087,0.0620504566373894,0.0,0.0
58003,108.48223569622,2,2,4,1,1,2,5,2.594685497055784,0.08763245243351012,0.0,0.0
57093,175.141492497705,2,1,4,2,1,2,4,2.251890637519351,0.07400674727505795,0.0,0.0
56051,61.5761356012543,1,2,3,1,1,2,4,2.1428976226714034,0.06885229498236002,0.0,0.0
44064,571.345932421062,3,3,4,3,1,3,5,3.2804293789821766,0.07778661609635393,0.0,0.0
44048,344.688146546025,3,3,5,3,1,2,4,2.9773919359876535,0.07474333719031528,0.0,0.0
43014,94.465111864751,2,2,5,1,1,2,3,2.2568678235127333,0.06798305084773514,0.0,0.0
34025,441.855994134914,3,3,5,3,1,2,2,2.5654393262128297,0.06703351917522266,0.0,0.0
31004,1078.49810974947,4,5,5,5,4,3,1,3.5591969149952076,0.08638802585030654,0.0,0.0
64063,265.572553308805,4,1,5,2,1,3,5,3.0465512195078195,0.10277730242016431,0.0,0.0
23102,2022.43889283468,4,3,4,5,1,3,2,2.97154551070067,0.07067409010847221,0.0,0.0
13029,548.7374562634969,4,3,4,3,1,2,3,2.8689573281337046,0.06545927251000881,0.0,0.0
72043,407.000946211555,5,3,4,3,1,2,3,3.0406339613989055,0.0810928975075353,0.0,0.0
11039,562.302698407328,1,4,3,3,1,2,4,2.6912715582004947,0.0815612810094662,0.0,0.0
11025,1512.75381719039,4,2,4,5,1,3,2,2.7660427494938915,0.0727734036354106,0.0,0.0
11016,412.634559511819,4,2,4,3,1,2,3,2.663454566926907,0.06673223460652954,0.0,0.0
62009,159.95187654533,3,2,1,2,1,2,5,2.6126415281834445,0.08563172356353767,0.0,0.0
53082,1502.94995487294,3,2,3,5,1,4,3,2.897403559223193,0.06776637505790262,0.0,0.0
45061,154.26673971890602,2,1,4,2,1,1,4,2.0806945631804674,0.07912081611544737,0.0,0.0
42004,580.5722741503849,5,3,4,3,1,2,2,2.834657656511506,0.08332346007983256,0.0,0.0
36012,323.041791525286,2,3,5,3,1,2,3,2.5997389978350443,0.06784902145267593,0.0,0.0
32006,184.430127328903,2,2,5,2,1,1,3,2.1543559557316225,0.07285437117649288,0.0,0.0
31042,56.26135618909171,2,1,5,1,1,1,4,2.086145292854493,0.09068749446455213,0.0,0.0
11057,308.410786212059,2,2,4,3,1,2,3,2.320101300396491,0.05331629226234113,0.0,0.0
73109,86.68526569814439,2,2,2,1,1,3,4,2.411635394043727,0.06350372722993747,0.0,0.0
24062,1791.19614635041,5,5,3,5,1,4,5,4.269217719148776,0.09567068637272523,0.0,0.0
45041,780.263188609281,4,2,3,4,1,3,2,2.623223606704357,0.06344494191318141,0.0,0.0
36011,350.40520810862,4,3,5,3,1,1,3,2.771896190026584,0.08508492632702642,0.0,0.0
21008,10480.504120945,4,2,4,5,4,5,1,3.2109458438208365,0.08996993604322527,0.0,0.0
71066,545.768029305573,2,2,4,3,1,2,3,2.320101300396491,0.05331629226234113,0.0,0.0
11040,1164.34566196694,2,4,3,5,1,3,3,2.965536374032686,0.06833843977619544,0.0,0.0
62032,375.016648688329,4,4,1,3,1,3,5,3.4352039647588724,0.09235387431499743,0.0,0.0
61039,183.981242667943,2,1,2,2,1,2,5,2.3095970699432162,0.08660720703230997,0.0,0.0
51065,107.209110981117,2,3,4,1,1,2,4,2.5942119533751646,0.07014810912597685,0.0,0.0
37010,479.501791600666,2,2,5,3,1,2,3,2.394236236628249,0.06664362394736505,0.0,0.0
37007,376.393686636793,3,2,5,3,1,2,3,2.565912869893457,0.06737234256291454,0.0,0.0
35002,1268.6675188067102,3,3,5,5,3,3,2,3.0796619806916405,0.05240678129455236,0.0,0.0
25005,187.507392567105,2,2,4,2,1,3,4,2.628589473065008,0.06763595720744428,0.0,0.0
24135,256.948733786288,2,4,3,2,1,3,3,2.7594837543594304,0.061186152029884644,0.0,0.0
24009,342.640751208837,3,3,3,3,1,3,2,2.5883655280881803,0.04834364090400923,0.0,0.0
21003,8608.5801063022,3,3,4,5,5,4,1,3.1764049809357444,0.08316540862039969,0.0,0.0
13017,269.519292734219,3,3,4,2,1,2,3,2.628596488310744,0.05603890509428244,0.0,0.0
12009,795.727797548298,4,3,4,4,1,3,2,2.9028613041429225,0.06636456069370238,0.0,0.0
11001,1338.78746440443,3,3,4,5,1,3,5,3.417797792097678,0.08179937130141952,0.0,0.0
92094,643.938281648257,4,5,2,4,1,3,3,3.371573258980387,0.08238887664980803,0.0,0.0
63040,628.239280837039,2,2,2,4,1,3,4,2.6176880137169993,0.06499668702403308,0.0,0.0
61081,73.70665818333269,2,1,3,1,1,2,5,2.315047799617232,0.08917832695475222,0.0,0.0
61019,89.65495076005,2,1,1,1,1,2,5,2.1667779271536984,0.09013547009709717,0.0,0.0
57003,243.81723506021,2,2,3,2,1,3,4,2.5544545368332243,0.06199575159790236,0.0,0.0
43018,983.690194316402,1,3,4,4,1,3,2,2.387831404347278,0.06797433400394622,0.0,0.0
25110,1429.20698450175,4,4,3,5,1,4,5,3.892038324676795,0.0844183178840124,0.0,0.0
11023,745.328125448317,3,3,3,4,1,2,3,2.6918299651944855,0.0530096434419764,0.0,0.0
11013,2611.02655983342,3,3,4,5,1,4,2,2.9710649517743417,0.07055998894041153,0.0,0.0
11005,2582.36731634975,5,3,4,5,1,4,1,3.1084419134173795,0.09837929072480538,0.0,0.0
93056,59.61809794206791,2,2,3,1,1,2,5,2.5205505608240206,0.08309939255859781,0.0,0.0
91059,98.27937463194188,2,1,3,1,1,2,4,2.109071494729829,0.06844195032974802,0.0,0.0
62026,235.68411223972,5,1,1,2,1,3,4,2.7157118029585554,0.09995888581496487,0.0,0.0
56044,183.65069470319895,2,1,4,2,3,2,5,2.663525109431147,0.08310212677921013,0.0,0.0
44052,321.881270246685,2,2,4,3,1,2,2,2.1141249955090875,0.04782984434520815,0.0,0.0
43010,257.40947662164604,5,3,5,2,1,2,3,3.046084691072934,0.08833084352183451,0.0,0.0
34003,466.53585216577903,1,2,5,3,1,2,2,2.016583298475634,0.06939821267806602,0.0,0.0
33021,165.712908446555,3,3,5,2,1,2,2,2.4967551196550914,0.06691149985068039,0.0,0.0
23100,1107.63146141229,3,2,3,5,1,4,4,3.1033798641105843,0.0749400435174205,0.0,0.0
23032,151.42649557957998,3,2,4,2,1,2,3,2.4230937271039346,0.05503781100522139,0.0,0.0
23023,252.546742046428,2,2,4,2,1,3,3,2.4226131681775995,0.05524114255438929,0.0,0.0
12029,529.920528702033,2,3,4,3,1,3,3,2.6968001359421563,0.056026809221422565,0.0,0.0
83012,73.2559228674147,3,3,2,1,1,2,4,2.6176187141768494,0.0648463252755037,0.0,0.0
53068,318.96599157784505,3,2,4,3,1,2,3,2.4917779336617043,0.05547142658945617,0.0,0.0
46024,425.788037046232,2,2,4,3,1,2,3,2.320101300396491,0.05331629226234113,0.0,0.0
24033,501.8047566666591,5,3,4,3,1,3,2,3.005853730850394,0.080093622616491,0.0,0.0
24020,420.26489853285904,4,4,4,3,1,3,2,3.039679858791962,0.07117298165562848,0.0,0.0
23105,756.398123199711,3,2,4,4,1,3,2,2.5256819096709164,0.057934000322962094,0.0,0.0
63072,248.184570021487,4,3,2,2,1,2,4,2.8579795539998143,0.0716537736779101,0.0,0.0
11044,879.3235449907479,3,3,5,4,1,3,2,2.8053196071094653,0.06805128198213167,0.0,0.0
92006,93.2289914020101,2,2,3,1,1,1,5,2.3493544864851463,0.08927582978948904,0.0,0.0
91143,24.7027974877778,1,2,1,1,1,1,4,1.823431675869007,0.07060155527484392,0.0,0.0
85046,84.0360196213238,3,3,3,1,1,1,4,2.5205575760697534,0.07436845389813809,0.0,0.0
84016,24.8816188842871,2,1,1,1,1,1,4,1.789605547927425,0.07042797510293361,0.0,0.0
63020,1091.42379522888,3,2,2,5,1,4,2,2.617292318104008,0.06893815715790863,0.0,0.0
51009,272.366351826199,3,3,4,2,1,2,4,2.8345727931981326,0.06653597231815755,0.0,0.0
43002,167.271345265394,1,3,5,2,1,2,3,2.3593781580120794,0.07610313341139055,0.0,0.0
23097,541.356393856531,2,2,4,3,1,3,2,2.285321069847962,0.05259325259893646,0.0,0.0
12026,597.239289512568,4,3,4,3,1,2,2,2.6629810232462914,0.06646967051746651,0.0,0.0
82005,40.792362901603205,1,1,2,1,1,1,5,1.8980401557813802,0.09433583810457936,0.0,0.0
72018,224.986570600868,1,3,5,2,1,2,4,2.565354462899491,0.08617500476248961,0.0,0.0
71070,648.387906871698,1,4,3,4,1,3,3,2.725175534209716,0.07462639186124531,0.0,0.0
71037,286.148171493445,3,3,3,2,1,2,4,2.7604378569663712,0.06186998248045178,0.0,0.0
11050,1323.26088928155,2,2,4,5,4,3,4,3.1431293432748886,0.06021595283134303,0.0,0.0
24055,602.840548934155,4,3,4,4,1,3,5,3.520790218805126,0.08108987290485722,0.0,0.0
62119,515.366886964282,2,2,3,3,1,3,5,2.829115048278416,0.08118391156177676,0.0,0.0
56078,194.664489256123,1,3,4,2,3,3,5,3.0740500729184017,0.07765520666433016,0.0,0.0
31040,385.61106751077,4,4,4,3,1,2,3,3.0744600893404734,0.07235150024719876,0.0,0.0
24028,176.334685767536,2,2,5,2,1,3,3,2.496748104409378,0.06750500968668903,0.0,0.0
63080,77.3098057309753,1,2,3,1,1,2,4,2.1428976226714034,0.06885229498236002,0.0,0.0
91013,54.1728293986622,3,2,2,1,1,1,4,2.240919878631185,0.07062398322135878,0.0,0.0
51067,364.170247090287,3,2,4,3,1,2,3,2.4917779336617043,0.05547142658945617,0.0,0.0
23050,577.1797297011341,2,3,4,3,1,3,3,2.6968001359421563,0.056026809221422565,0.0,0.0
13019,282.978990667564,3,3,4,2,1,2,3,2.628596488310744,0.05603890509428244,0.0,0.0
83028,100.345059336864,4,2,2,1,1,2,4,2.5837925862352833,0.07452840767221845,0.0,0.0
73098,278.814736282225,2,2,4,2,1,3,4,2.628589473065008,0.06763595720744428,0.0,0.0
73066,290.235802723848,1,2,4,2,1,3,3,2.250936534912395,0.06442462851373763,0.0,0.0
24054,161.213017718565,1,2,4,2,1,3,3,2.250936534912395,0.06442462851373763,0.0,0.0
92097,91.85703932199412,2,2,4,1,1,1,5,2.4234894227169095,0.09419003890526738,0.0,0.0
53020,493.102939030936,2,4,4,3,1,3,3,2.902302897148941,0.06552520776748337,0.0,0.0
21007,9174.11800194182,4,4,3,5,5,4,1,3.4794494391759834,0.08309939255859763,0.0,0.0
13046,997.4101310400172,3,2,4,4,1,3,2,2.5256819096709164,0.057934000322962094,0.0,0.0
71034,726.061960207981,5,3,3,4,1,3,3,3.2063793060637673,0.0756721919943858,0.0,0.0
64025,176.27679353283702,2,1,5,2,1,1,5,2.3608058042996434,0.10591349313394269,0.0,0.0
46014,631.055679629338,4,4,5,4,1,3,2,3.182499001581485,0.07943985656831391,0.0,0.0
41018,433.752906368694,3,4,4,3,1,3,2,2.8680032255267545,0.06451236813419726,0.0,0.0
25031,176.14894379920102,2,4,3,2,1,2,5,3.000240289795358,0.08810366379553099,0.0,0.0
13021,283.202317595526,2,3,4,2,1,2,3,2.456919855045525,0.05542322460970571,0.0,0.0
